year,country,song_name,lyrics,lyrics_en,language,song_name_song,style,language_song
2018,Hungary,Viszlát nyár,"Játsszunk nyílt lapokkal végre
A hajómnak mennie kell
És itt fog hagyni téged

Majd benned él tovább a vérem
És ha nem adod el, a szíveden a jel
Mi a földről az égig emel

Viszlát, nyár, most már elkéstél
Mert azt hazudtad, enyém leszel
De nem jöttél

Viszlát, álom, köszönöm, hogy eltűntél
Most már ideje visszakapnom
Amiket elvettél

Megfáradt ereimben az élet
Tudom, hogy fognál még
De engedj el már, kérlek

Itt van, tépd le belőlem a részed
És ha nem adod el, a szíveden a jel
Mi a földről az égig emel

Viszlát, nyár, most már elkéstél
Mert azt hazudtad, enyém leszel
De nem jöttél

Viszlát, álom, köszönöm, hogy eltűntél
Most már ideje visszakapnom
Amiket elvettél, elvettél

Viszlát, viszlát
Viszlát

Viszlát, nyár, most már elkéstél
Mert azt hazudtad, enyém leszel
De nem jöttél

Viszlát, nyár, most már elkéstél
(Mert azt hazudtad, enyém leszel)
De nem jöttél

Viszlát, álom, köszönöm, hogy eltűntél
Most már ideje visszakapnom
Amiket elvettél, elvettél

Viszlát","Let's be cruelly honest1 :
my boat has to go
and it will leave you here. My blood will live within you
and if you don't sell it, the mark is on your heart,
which lifts you up from the ground to the sky. Goodbye summer, you missed me,
'cause you lied that you'll be mine
but you didn't come! Goodbye dream, I'm so thankful that you're gone!
Now it's time to give me back
what you took away from me! The life has got tired in my veins,
I know that you'd hold (me)
but please, let me go. Here it is, strip your part out of me
and if you don't sell it, the mark is on your heart,
which lifts you up from the ground to the sky.",Hungarian,Viszlat nyar,Rock,Hungarian
2018,Latvia,Funny Girl,"[Verse 1]
Ain’t it funny, ain’t it funny
Oh, it all started as a joke
But now I’m falling, now I’m falling
The punch line is getting old

Cause I’ve been keeping to myself
For way too long, yeah

[Verse 2]
Ain’t it funny, ain’t it funny
I made you laugh every time we spoke
I locked my heart in hesitation
But somehow, you cracked the code

[Pre-Chorus]
I tore down my walls
And wrecked the ceiling
Ready to bare it all, but

[Chorus]
You’re looking at her, she’s looking at you
I’m falling apart, what can I do
To make you feel that way about me too?

And it’s getting hard, I’m not gonna lie
To keep in the dark all I’m feeling inside
When you walk in smelling like her perfume

What was I thinking?
I’m just the funny girl to you

[Verse 3]
Can you see me, can you see me
Like a fire rising in the smoke?
Can you hear me, can you hear me
Open up with every note?

Cause I’ve been playing to myself
For way too long

[Pre-Chorus]
Oh, I tore down my walls
And I wrecked the ceiling
Ready to bare it all
What was I thinking?

[Chorus]
You’re looking at her, she’s looking at you
I’m falling apart, what can I do
To make you feel that way about me too?

And it’s getting hard, I’m not gonna lie
To keep in the dark all I’m feeling inside
When you walk in smelling like her perfume

What was I thinking?
I’m just the funny girl to you

[Bridge]
So tell me what you’re looking for
I promise you, I got it all
What does it take to make you see?
I am right here

And if you ever need to cry
I’ll be the one who makes you laugh
Yeah, I’ll be your funny girl
Your funny girl

[Chorus]
You’re looking at her, she’s looking at you
I’m falling apart, what can I do
To make you feel that way about me too?

And it’s getting hard, I’m not gonna lie
To keep in the dark all I’m feeling inside
When you walk in smelling like her perfume

What was I thinking?
I’m just the funny girl to you","[Verse 1]
Ain’t it funny, ain’t it funny
Oh, it all started as a joke
But now I’m falling, now I’m falling
The punch line is getting old

Cause I’ve been keeping to myself
For way too long, yeah

[Verse 2]
Ain’t it funny, ain’t it funny
I made you laugh every time we spoke
I locked my heart in hesitation
But somehow, you cracked the code

[Pre-Chorus]
I tore down my walls
And wrecked the ceiling
Ready to bare it all, but

[Chorus]
You’re looking at her, she’s looking at you
I’m falling apart, what can I do
To make you feel that way about me too?

And it’s getting hard, I’m not gonna lie
To keep in the dark all I’m feeling inside
When you walk in smelling like her perfume

What was I thinking?
I’m just the funny girl to you

[Verse 3]
Can you see me, can you see me
Like a fire rising in the smoke?
Can you hear me, can you hear me
Open up with every note?

Cause I’ve been playing to myself
For way too long

[Pre-Chorus]
Oh, I tore down my walls
And I wrecked the ceiling
Ready to bare it all
What was I thinking?

[Chorus]
You’re looking at her, she’s looking at you
I’m falling apart, what can I do
To make you feel that way about me too?

And it’s getting hard, I’m not gonna lie
To keep in the dark all I’m feeling inside
When you walk in smelling like her perfume

What was I thinking?
I’m just the funny girl to you

[Bridge]
So tell me what you’re looking for
I promise you, I got it all
What does it take to make you see?
I am right here

And if you ever need to cry
I’ll be the one who makes you laugh
Yeah, I’ll be your funny girl
Your funny girl

[Chorus]
You’re looking at her, she’s looking at you
I’m falling apart, what can I do
To make you feel that way about me too?

And it’s getting hard, I’m not gonna lie
To keep in the dark all I’m feeling inside
When you walk in smelling like her perfume

What was I thinking?
I’m just the funny girl to you",English,Funny Girl,Pop,English
2018,Sweden,Dance You Off,"[Verse 1]
I see that look in your eyes
But I ain't feeling no pressure (Pressure)

[Pre-Chorus]
Feels like I'm stuck here in time
While I've been trying to forget ya (Forget ya)

[Chorus]
Just wanna da-da-dance you off
So don't you da-da-dare wait up
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now
Yeah, I might now
Just trying to have myself a time (Have myself a time)
So I just don't care if you mind (Don't care if you mind)
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now
Yeah, I might now

[Verse 2]
Treating you good, we were gold
I dug you like you were treasure (Treasure)
So don't act like I'm the cruel one
When I know you know better (And I know you know better)
And I (And I)
Oh, I used to think that you were worth the best in life
'Cause I loved it, I loved i-i-it

[Pre-Chorus]
Feels like I'm stuck here in time
While I've been trying to forget ya (Forget ya)

[Chorus]
Just wanna da-da-dance you off (Wanna dance you off)
So don't you da-da-dare wait up (Don't you dare wait up)
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now
Yeah, I might now
Just trying to have myself a time (Have myself a time)
So I just don't care if you mind (Don't care if you mind)
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now (I might now)
Yeah, I might now (I might)

[Bridge]
(I'm just gonna dance you off the floor)
I'm just gonna dance you off the floor
I used to think that you were worth my every night
I might

[Outro]
(Just wanna da-da-dance you off)
You
(So don't you da-da-dare wait up)
Don't you dare wait up for me now
('Cause I just wanna feel the mood)
Girl, with anyone but you
(And I might now)
I might, I might now
(Just trying to have myself a time)
I'm just gonna have myself a time
(So I just don't care if you mind)
Don't care if you mind
('Cause I just wanna feel the mood)
Girl, with anyone but you
And I might now (I might now)
I might now","[Verse 1]
I see that look in your eyes
But I ain't feeling no pressure (Pressure)

[Pre-Chorus]
Feels like I'm stuck here in time
While I've been trying to forget ya (Forget ya)

[Chorus]
Just wanna da-da-dance you off
So don't you da-da-dare wait up
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now
Yeah, I might now
Just trying to have myself a time (Have myself a time)
So I just don't care if you mind (Don't care if you mind)
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now
Yeah, I might now

[Verse 2]
Treating you good, we were gold
I dug you like you were treasure (Treasure)
So don't act like I'm the cruel one
When I know you know better (And I know you know better)
And I (And I)
Oh, I used to think that you were worth the best in life
'Cause I loved it, I loved i-i-it

[Pre-Chorus]
Feels like I'm stuck here in time
While I've been trying to forget ya (Forget ya)

[Chorus]
Just wanna da-da-dance you off (Wanna dance you off)
So don't you da-da-dare wait up (Don't you dare wait up)
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now
Yeah, I might now
Just trying to have myself a time (Have myself a time)
So I just don't care if you mind (Don't care if you mind)
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now (I might now)
Yeah, I might now (I might)

[Bridge]
(I'm just gonna dance you off the floor)
I'm just gonna dance you off the floor
I used to think that you were worth my every night
I might

[Outro]
(Just wanna da-da-dance you off)
You
(So don't you da-da-dare wait up)
Don't you dare wait up for me now
('Cause I just wanna feel the mood)
Girl, with anyone but you
(And I might now)
I might, I might now
(Just trying to have myself a time)
I'm just gonna have myself a time
(So I just don't care if you mind)
Don't care if you mind
('Cause I just wanna feel the mood)
Girl, with anyone but you
And I might now (I might now)
I might now",English,Dance You Off,Pop,English
2018,Montenegro,Inje (Иње),"Palo inje po nama
Ledi krv u žilama
A ti, srce, steglo baš
Te brzo zaboravljaš

Drhti ljubav kao prut
Usred ljeta zamrznut
Drhtim i ja, drhti vas
Otkada mi nema nas

Džaba jorgan tijelo grije
Promaja kroz dušu bije

Bogu dane otimam
Gubim i kad dobijam
Al’ kad niko ne vidi
Pustim srcu da mu svratiš ti

Živim tek po navici
Kao rob u samici
Al’ kad niko ne čuje
Pustim srce da se raduje

Ja i život, pas i mačka
Srce najskuplja mu igračka

Bogu dane otimam
Gubim i kad dobijam
Al’ kad niko ne vidi
Pustim srcu da mu svratiš ti

Živim tek po navici
Kao rob u samici
Al’ kad niko ne čuje
Pustim srce da se raduje

Palo inje","Hoarfrost fell on us
it's freezing the blood in my veins
and you, oh, heart, are shrinking
and forgetting fast Love is shaking like a leaf
in the middle of summer, I stand frozen
I'm shaking too, my voice is shaking
ever since I lost us The duvet is warming my body in vain
because the draught is flowing through my soul I'm living pointlessly
losing even when I'm winning
but when no one sees
I let you come visit my heart I'm living just to pass by
like a slave in a solitary confinement
but when no one hears
I let my heart rejoice Me and my life are like a dog and a cat
my heart is its most expensive toy I'm living pointlessly
losing even when I'm winning
but when no one sees
I let you come visit my heart I'm living just to pass by
like a slave in a solitary confinement
but when no one hears
I let my heart rejoice Hoarfrost fell",Montenegrin,Inje,Rock,Montenegrin
2018,Slovenia,"Hvala, ne!","[Kitica 1]
Moje ime je Lea in za vas imam nov lik
Lik nasmeha in svobode kot najbolj virtualen trik
En korak do zmage
En korak do luči
Do popolnosti
Borim se z nasmehom do sonca, borim se za ljudi
Pot do resnice, me zaslepi
Ljubezen, tista prva, pride, da preslepi
Jaz pa si vzamem, kar telo osvobodi

[Pred-refren]
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé

[Refren]
Hvala, ne, ne!
Hvala, ne
Hvala, ne, ne
Hvala, hvala, ne

[Kitica 2]
Milijon ljudi je že reklo, da nas preveč živi
Tistih, ki so nesrečni in brez luči
En nasmeh za srečo
En nasmeh za ljudi
Za tiste, polne skrbi
Svoje duše ne dam nikomur, držim jo za se
Prava umetnost, brez-brez cene
Vsak odgovor je v meni, najdem ga, kadar zaspim
Ko telo je sproščeno, predano za vse

[Pred-refren]
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé

Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé

[Refren]
Hvala, ne, ne!
Hvala, ne
Hvala, ne, ne
Hvala, hvala, ne

[Most]
Kot lutka za ljudi
Ki se skrivajo za maskami
Enaki, popolni, a nezadovoljni
Hvala, ne, ne, ne!
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé

[Refren]
Hvala, ne, ne!
Hvala, ne
Hvala, ne, ne
Hvala, hvala, ne

[Zaključek]
Ne, ne, ne, ne","My name is Lea and I got a new shape for you
Shape of smile and freedom like the most virtual trick.
It is a step to victory
it is a step to the lights
it is a step to perfection.
PERFECTION. I am fighting with a smile to the Sun I am fighting for the people
The way to the truth blinds me
The first love comes to make me blurred
I take what a body makes free. Don't believe in everything what is offered to you
think with loud voice and hope
That secret is not to sell yourself to everybody
it is the most out of fashion
Thanks, no, no! Thanks, no!
Thanks, no, no!
Thanks, thanks, no Million of people have already said we are to many who live
Those who are unhappy and with no light
It is a smile for happiness
it is a smile for people
for those full of worry. I give not my soul to nobody I keep it for myself
Real masterpiece, priceless
Each response is in me I find it when I fall asleep
When the body is relaxed ready for eveything Don't believe in everything What is offered to you
Think with a loud voice and hope
That the secret is in not to sell everybody
this is the most out of fashion.
Oh! Don't believe in everything what is offered to you
think with loud voice and hope
That secret is not to sell yourself to everybody
it is the most out of fashion
Thanks, no, no! No, thanks
No, thanks, no
Thanks, thanks, no Like a marionette for the people
hiding over masks
Equal, perfect, but not satisfied
Thanks, no, no, no -ooo Don't believe in everything what is offered to you
think with loud voice and hope
That secret is not to sell yourself to everybody
it is the most out of fashion
Thanks, no, no!
No, thanks
No, thanks, no
Thanks, thanks, no
no, no,no,no!",Slovene (Portuguese),,,
2018,Ukraine,Under the Ladder,"[Verse 1]
Curtains down, I’m laughing at the trial
Help me to unravel
Tangle of my innocence inside
Faith’s bout to be severed

[Pre-Chorus 1]
Oh oh oh oh, won’t get any better
Oh oh oh oh, walk under the ladder
Shout out just one reason what’s this for

[Chorus]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made, oh oh oh
(Oh oh oh, oh oh oh, oh, yeah)
(Oh oh oh, oh oh oh, oh, yeah)

[Verse 2]
Desperate thoughts, your hope calls you a liar
Fear begins to revel
Nothing but your will sets you on fire
Fire lasts forever

[Pre-Chorus 2]
Oh oh oh oh, can’t get any better
Oh oh oh oh, dance under the ladder
If you dare, so what you’re waiting for

[Chorus]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made, oh oh oh
(Oh oh oh, oh oh oh, oh, yeah)
(Oh oh oh, oh oh oh, oh, yeah)

[Bridge]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made

[Chorus]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made

You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made, oh oh oh
(Oh oh oh, oh oh oh, oh, yeah)
(Oh oh oh, oh oh oh, oh, yeah)","[Verse 1]
Curtains down, I’m laughing at the trial
Help me to unravel
Tangle of my innocence inside
Faith’s bout to be severed

[Pre-Chorus 1]
Oh oh oh oh, won’t get any better
Oh oh oh oh, walk under the ladder
Shout out just one reason what’s this for

[Chorus]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made, oh oh oh
(Oh oh oh, oh oh oh, oh, yeah)
(Oh oh oh, oh oh oh, oh, yeah)

[Verse 2]
Desperate thoughts, your hope calls you a liar
Fear begins to revel
Nothing but your will sets you on fire
Fire lasts forever

[Pre-Chorus 2]
Oh oh oh oh, can’t get any better
Oh oh oh oh, dance under the ladder
If you dare, so what you’re waiting for

[Chorus]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made, oh oh oh
(Oh oh oh, oh oh oh, oh, yeah)
(Oh oh oh, oh oh oh, oh, yeah)

[Bridge]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made

[Chorus]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made

You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made, oh oh oh
(Oh oh oh, oh oh oh, oh, yeah)
(Oh oh oh, oh oh oh, oh, yeah)",English,Under the Ladder,Dance,English
2018,Spain,Tu canción,"[Letra de ""Tu canción""]

[Estrofa 1]
Nunca llegué a imaginar
Que viajar a la luna sería real
Lo pones todo al revés
Cuando besas mi frente y descubro por qué

[Pre-estribillo]
Ya no puedo
Inventarlo

[Estribillo]
Siento que bailo por primera vez
Eres el arte que endulza la piel
De mi mente viajera que sigue a tus pies
Siento que bailo por primera vez junto a ti, oh

[Estrofa 2]
Sé que en ti puedo encontrar
Esa voz que me abriga si el tiempo va mal
Todo es perfecto si estás
A mi lado creando una nueva ciudad

[Estribillo]
Siento que bailo por primera vez
Eres el arte que endulza la piel
De mi mente viajera que sigue a tus pies
Siento que bailo por primera vez

[Puente]
Ya no puedo
Inventarlo
Solo quiero
Tu canción, oh, oh, oh
Oh, oh, oh, oh

[Estribillo]
Siento que bailo por primera vez
Eres el arte que endulza la piel
De mi mente viajera que sigue a tus pies
Siento que bailo por primera vez junto a ti, oh","What are you doing in your days
I look at you in the photos
But I don’t give it my heart I don’t want to talk to you
To not return to what was before
I don’t want to talk to you
But I am craving to see you I write your name on my hand
I write your name on my hand Walking into the woods
Full of ashes
I look at you in the eyes
But I don’t give it my heart I want to kiss you
But nothing shines
The storm is approaching
Don’t get scared, don’t get scared I write your name on my hand
I write your name on my hand
I write your name with fire
I write your name on my hand Under the flash
I’m going to tell you my secrets",Spanish,Tu canciOn,Pop,Spanish
2018,Portugal,O jardim,"[Letra de ""O Jardim""]

[Estrofe 1]
Eu nunca te quis
Menos do que tudo
Sempre, meu amor
Se no céu também és feliz
Leva-me, eu cuido
Sempre, ao teu redor

[Refrão]
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim

[Estrofe 2]
Eu já prometi
Que um dia mudo
Ou tento, ser maior
Se do céu também és feliz
Leva-me, eu juro
Sempre, pelo teu valor

[Refrão]
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim

[Outro]
Agora que não estás, rego eu o teu jardim
Agora que não estás, rego eu o teu jardim
Agora que não estás
Agora que não estás, rego eu o teu jardim","I never wanted you
Less than anything
Always, my love If you're also happy in the sky
Take me, I'll take care
Always, around me The flowers are my place
Now that you're not here
I water your garden The flowers are my place
Now that you're not here
I water your garden I already promissed
That someday I'll change
Or try to be bigger If you're also happy in the sky
Take me, I swear
Always, for your value The flowers are my place
Now that you're not here
I water your garden The flowers are my place
Now that you're not here
I water your garden Now that you're not here, I water your garden
Now that you're not here, I water your garden
Now that you're not here
Now that you're not here, I water your garden",Portuguese,O jardim,Pop,Portuguese
2018,United Kingdom,Storm,"[Verse 1]
Hey, hey brother
Do you remember when we were kids with no fear?
Hey, hey sister
Do you believe in the things we dreamt we'd discover?

[Pre-Chorus]
I still have faith
I still believe in chasing rainbows

[Chorus]
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh

[Verse 2]
Hey, hey mother
Am I making you proud or could I do better?
Hey, hey father
There's weight on my shoulders but it's not over

[Pre-Chorus]
I still have faith
I still believe in chasing rainbows

[Chorus]
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh

[Bridge]
Spread your love, give all you got
Hold your head up, don't give up, no no
Hey, hey brother, don't give up, oh woah woah

[Chorus]
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh

[Outro]
Spread your love, give all you got
Hold your head up, don't give up, no no
Spread your love, give all you got
Hold your head up, through this storm, oh oh","[Verse 1]
Hey, hey brother
Do you remember when we were kids with no fear?
Hey, hey sister
Do you believe in the things we dreamt we'd discover?

[Pre-Chorus]
I still have faith
I still believe in chasing rainbows

[Chorus]
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh

[Verse 2]
Hey, hey mother
Am I making you proud or could I do better?
Hey, hey father
There's weight on my shoulders but it's not over

[Pre-Chorus]
I still have faith
I still believe in chasing rainbows

[Chorus]
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh

[Bridge]
Spread your love, give all you got
Hold your head up, don't give up, no no
Hey, hey brother, don't give up, oh woah woah

[Chorus]
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh

[Outro]
Spread your love, give all you got
Hold your head up, don't give up, no no
Spread your love, give all you got
Hold your head up, through this storm, oh oh",English,Storm,Pop,English
2018,Germany,You Let Me Walk Alone,"[Verse 1]
I'm a dreamer, a make believer
I was told that you were too
I love the silence and the clear horizon
And I got that all from you

[Pre-Chorus]
Every now and then I'm drawn to places
Where I hear your voice or see your face, and
Every little thought will lead me right back to you

[Chorus]
I was born from one love of two hearts
We were three kids and a loving mum
You made this place a home
A shelter from the storm
You said I had one life and a true heart
I tried my best and I came so far
But you will never know
'Cause you let me walk this road alone

[Verse 2]
My childhood hero will always be you
And no one else comes close
I thought you'd lead me when life's misleading
That's when I miss you most

[Pre-Chorus]
Every now and then I'm drawn to places
Where I hear your voice or see your face, and
Every little thought will lead me right back to you

[Chorus]
I was born from one love of two hearts
We were three kids and a loving mum
You made this place a home
A shelter from the storm
You said I had one life and a true heart
I tried my best and I came so far
But you will never know
'Cause you let me walk this road alone

[Bridge]
Ohhhh, ohhhh, ohhhh

[Chorus]
I was born from one love of two hearts
We were three kids and a loving mum
You made this place a home
A shelter from the storm
You said I had one life and a true heart
I tried my best and I came so far
But you will never know
'Cause you let me walk this road alone","[Verse 1]
I'm a dreamer, a make believer
I was told that you were too
I love the silence and the clear horizon
And I got that all from you

[Pre-Chorus]
Every now and then I'm drawn to places
Where I hear your voice or see your face, and
Every little thought will lead me right back to you

[Chorus]
I was born from one love of two hearts
We were three kids and a loving mum
You made this place a home
A shelter from the storm
You said I had one life and a true heart
I tried my best and I came so far
But you will never know
'Cause you let me walk this road alone

[Verse 2]
My childhood hero will always be you
And no one else comes close
I thought you'd lead me when life's misleading
That's when I miss you most

[Pre-Chorus]
Every now and then I'm drawn to places
Where I hear your voice or see your face, and
Every little thought will lead me right back to you

[Chorus]
I was born from one love of two hearts
We were three kids and a loving mum
You made this place a home
A shelter from the storm
You said I had one life and a true heart
I tried my best and I came so far
But you will never know
'Cause you let me walk this road alone

[Bridge]
Ohhhh, ohhhh, ohhhh

[Chorus]
I was born from one love of two hearts
We were three kids and a loving mum
You made this place a home
A shelter from the storm
You said I had one life and a true heart
I tried my best and I came so far
But you will never know
'Cause you let me walk this road alone",English,You Let Me Walk Alone,Pop,English
2018,France,Mercy,"[Couplet 1]
Je suis née ce matin, je m’appelle Mercy
Au milieu de la mer, entre deux pays, Mercy
C’était un long chemin et Maman l’a pris
Elle m’avait dans la peau, huit mois et demi
Oh oui, huit mois et demi
On a quitté la maison, c’était la guerre
Sûr qu’elle avait raison, y’avait rien à perdre
Oh non, excepté la vie

[Refrain]
Je suis née ce matin, je m’appelle Mercy
On m’a tendu la main et je suis en vie
Je suis tous ces enfants que la mer a pris
Je vivrai cent mille ans, je m’appelle Mercy

[Couplet 2]
S'il est urgent de naître, comprenez aussi (Mercy)
Qu'il est urgent de renaître, quand tout est détruit, Mercy
Et là devant nos yeux y’avait l’ennemie
Une immensité bleue peut-être infinie
Mais oui, on en connaissait le prix
Surgissant d’une vague, un navire ami
A redonné sa chance à notre survie
C’est là, que j’ai poussé mon premier cri

[Refrain]
Je suis née ce matin, je m’appelle Mercy
On m’a tendu la main et je suis en vie
Je suis tous ces enfants que la mer a pris
Je vivrai cent mille ans, je m’appelle Mercy

[Pont]
Derrière les sémaphores, serait-ce le bon port?
Que sera demain?
Face à face ou main dans la main
Que sera demain?
Je suis née ce matin, je m’appelle Mercy

[Outro]
Mercy, Mercy, Mercy, Mercy
Mercy, Mercy, je vais bien merci
Mercy, Mercy, Mercy, Mercy
Mercy, Mercy, je vais bien merci
Mercy, Mercy, Mercy, Mercy
Mercy, Mercy, je vais bien merci
Mercy, Mercy, Mercy, Mercy
Mercy, Mercy, je vais bien merci","I was born this morning
My name is Mercy
Far out at sea
Between two countries, Mercy It was a long path and Mum walked it
She had me in her skin, eight and a half months
Oh yes, eight and a half months We left home, it was at war
Sure she had it right, there was nothing to lose
Oh no, apart from life I was born this morning
My name is Mercy
They lent me a hand
And I am alive
I am all of those children
Whom the sea took away
I'll live one hundred thousand years
My name is Mercy And there, before our eyes, was the enemy
A blue immensity, perhaps infinite
But yes, we knew the price of it Arising from a wave, a friendly ship
Gave its chance back to our survival
And it's here that I let out my first cry I was born this morning
My name is Mercy
They lent me a hand
And I am alive
I am all of those children
Whom the sea took away
I'll live one hundred thousand years
My name is Mercy I was born this morning
My name is Mercy Thanks, thanks, I'm alright thanks
Thanks, thanks, I'm alright thanks
Thanks, thanks, I'm alright thanks
Thanks, thanks, I'm alright thanks",French,Mercy,Pop,French
